,var,geo,_param,state_cd,_estimate,_stderror,_lci,_uci,_cv
0,ss_currentsteal,state,mean,AZ,3.9858609345711464,0.0668297491113453,3.8547726500185537,4.11694921912374,0.01676670365784745
1,ss_currentsteal,state,mean,CA,3.7868740625621857,0.04881226869366897,3.6911275327119486,3.882620592412423,0.012889857937510274
2,ss_currentsteal,state,mean,CO,3.7719137980683506,0.06006390064270679,3.654096900601454,3.8897306955352473,0.015923985503981122
3,ss_currentsteal,state,mean,CT,3.9276233528265085,0.07461687879408659,3.7812604116236512,4.073986294029366,0.018997972079066252
4,ss_currentsteal,state,mean,DE,4.181996835077468,0.08841979755143113,4.008559111075345,4.355434559079591,0.021142961374286458
5,ss_currentsteal,state,mean,FL,3.8101907312480234,0.11258437160331845,3.5893535690985523,4.031027893397495,0.029548224628230507
6,ss_currentsteal,state,mean,GA,3.787892417321233,0.09141824758085496,3.6085731558915346,3.9672116787509313,0.024134330521853944
7,ss_currentsteal,state,mean,HI,3.844232523792137,0.09264485975298137,3.6625072308032376,4.025957816781037,0.0240997023930259
8,ss_currentsteal,state,mean,IL,3.9711593866745654,0.07693845086184997,3.820242621704971,4.12207615164416,0.019374304421026514
9,ss_currentsteal,state,mean,IN,3.925834937555069,0.05893501917309004,3.8102323703420344,4.041437504768104,0.015012098091366414
10,ss_currentsteal,state,mean,KY,4.150087001502739,0.0881303164743661,3.9772171021342184,4.32295690087126,0.021235775645776646
11,ss_currentsteal,state,mean,LA,3.7111373465926727,0.07257322573764424,3.568783083814499,3.8534916093708462,0.01955552138329677
12,ss_currentsteal,state,mean,MA,3.936801825394915,0.06176713713320542,3.815643985418196,4.057959665371634,0.015689673972097726
13,ss_currentsteal,state,mean,MD,3.8959086103575378,0.06376451305703501,3.7708328657508727,4.020984354964202,0.016367045388978766
14,ss_currentsteal,state,mean,MN,3.9241475390469436,0.08387725100291595,3.759620137804719,4.088674940289168,0.021374642560785872
15,ss_currentsteal,state,mean,NC,3.921113995820539,0.08872622340931968,3.7470752095581603,4.095152782082917,0.022627810235532998
16,ss_currentsteal,state,mean,NH,3.909917956248827,0.12930149244201192,3.656289728405669,4.1635461840919845,0.03307012931955833
17,ss_currentsteal,state,mean,NJ,3.9552884824404138,0.08985745640313558,3.7790307533485246,4.131546211532303,0.022718306591809838
18,ss_currentsteal,state,mean,NM,3.9986125299950523,0.05827944058073444,3.8842958971780623,4.112929162812042,0.0145749157097766
19,ss_currentsteal,state,mean,NY,4.066796619540576,0.10739837099990802,3.856131931952653,4.2774613071285,0.026408591588738154
20,ss_currentsteal,state,mean,OR,4.0038382087913735,0.05129370999100087,3.9032242675381212,4.104452150044626,0.012811134545440273
21,ss_currentsteal,state,mean,PA,3.978602297180413,0.06819091840732275,3.8448440437835854,4.112360550577241,0.017139415632381458
22,ss_currentsteal,state,mean,RI,3.689843265342223,0.1837312195517527,3.3294497174079503,4.050236813276496,0.04979377343137965
23,ss_currentsteal,state,mean,TX,3.90981873605047,0.04868440872079214,3.8143230068500964,4.0053144652508434,0.012451832682650404
24,ss_currentsteal,state,mean,VA,3.862561610453641,0.0891332287580449,3.6877244726535476,4.037398748253734,0.023076195993046333
25,ss_currentsteal,state,mean,WA,3.9011099148904496,0.04634475937295526,3.81020346851009,3.9920163612708093,0.01187989069368652
26,ss_currentsteal,state,mean,WI,3.8393183857586863,0.07478743804078165,3.692620888173961,3.986015883343412,0.01947935298051686
