,var,geo,_param,state_cd,_estimate,_stderror,_lci,_uci,_cv
0,race_rich,state,mean,AZ,3.5318695063418715,0.11494747257637457,3.306397060401848,3.757341952281895,0.03254578697485096
1,race_rich,state,mean,CA,3.1654434104776503,0.1215112746001462,2.9270958967888987,3.403790924166402,0.03838680994831328
2,race_rich,state,mean,CO,2.947959211627767,0.0976429348382688,2.7564300648505826,3.139488358404951,0.033122213649745026
3,race_rich,state,mean,CT,3.237735070450801,0.22808869532108653,2.7903331844185173,3.6851369564830847,0.07044699160309276
4,race_rich,state,mean,DE,3.5134457349185406,0.21868464833353116,3.084490130726949,3.9424013391101322,0.06224221599899034
5,race_rich,state,mean,FL,3.3785556248739814,0.0821296190614934,3.217456248968927,3.5396550007790357,0.02430909186660403
6,race_rich,state,mean,GA,3.2316069049993326,0.10537527570549192,3.0249105712531925,3.4383032387454726,0.03260770223707443
7,race_rich,state,mean,HI,3.0472639582406145,0.12759890029612447,2.7969754090086276,3.2975525074726013,0.04187326796914426
8,race_rich,state,mean,IL,3.1667522158342414,0.07003994971275361,3.029367039620314,3.304137392048169,0.02211728134665644
9,race_rich,state,mean,IN,3.44161797963747,0.0709129612927809,3.3025203685881275,3.580715590686813,0.02060454173366756
10,race_rich,state,mean,KY,3.5357221968106893,0.06268330748340595,3.4127672649525445,3.658677128668834,0.017728572550170338
11,race_rich,state,mean,LA,3.53398954733957,0.11258417736114293,3.313152766201159,3.7548263284779813,0.03185752981241771
12,race_rich,state,mean,MA,3.1258305157170962,0.09460224938441206,2.940265752246903,3.3113952791872894,0.030264676510367156
13,race_rich,state,mean,MD,2.9312426069784303,0.0979446004441663,2.7391217352986175,3.123363478658243,0.03341402046046577
14,race_rich,state,mean,MN,3.276274912927043,0.13532619846811983,3.0108290681034546,3.5417207577506318,0.04130489719717037
15,race_rich,state,mean,NC,3.0524373873133506,0.09303602400909725,2.869944815500359,3.234929959126342,0.030479257132603896
16,race_rich,state,mean,NH,3.029385737964411,0.1993375492903866,2.6383799698616754,3.4203915060671464,0.0658013097481376
17,race_rich,state,mean,NJ,3.3579637249444296,0.08159301208475941,3.197916917528624,3.5180105323602353,0.024298360187351244
18,race_rich,state,mean,NM,3.412491958494931,0.09690465551095628,3.222410965748324,3.6025729512415383,0.028397035565087683
19,race_rich,state,mean,NY,3.3321351670379036,0.1372861225027669,3.0628448804354416,3.6014254536403656,0.04120064631856071
20,race_rich,state,mean,OR,3.093037518490222,0.14057356587611775,2.8172988265277707,3.3687762104526735,0.04544838691278944
21,race_rich,state,mean,PA,3.493095638401731,0.08296919005548735,3.3303494222372674,3.6558418545661944,0.023752338511249575
22,race_rich,state,mean,RI,2.9650592192849268,0.3500393005620735,2.27844806112809,3.6516703774417634,0.1180547418025908
23,race_rich,state,mean,TX,3.2534097446656944,0.11231804379253343,3.0330949914180776,3.4737244979133113,0.034523178021671146
24,race_rich,state,mean,VA,3.233465156417708,0.13284772757296157,2.9728808964763025,3.4940494163591134,0.04108525100673759
25,race_rich,state,mean,WA,3.0264979004226404,0.11411069424401794,2.802666816863862,3.2503289839814187,0.037703873585401386
26,race_rich,state,mean,WI,3.2288015683920546,0.11076563444783603,3.0115319062995867,3.4460712304845225,0.03430549450054851
